"","decimalLongitude","decimalLatitude","species"
"351",38.676711,-3.397999,1
"352",38.720875,-3.529911,1
"353",34.92484,-2.108955,1
"354",32.357646,-28.226029,1
"355",33.004564,-13.185421,1
"356",30.978049,-23.612757,1
"357",37.491722,0.436398,1
"358",31.912242,-25.235762,1
"359",24.53983,-18.718454,1
"360",24.665466,-22.220618,1
"361",24.712701,-22.357872,1
"362",31.956596,2.253337,1
"363",25.726894,-33.519895,1
"364",25.888246,-33.549963,1
"365",25.746953,-33.415312,1
"366",32.30041,-28.31709,1
"367",31.978357,-28.256197,1
"368",35.393724,-1.533528,1
"369",32.565433,-28.33494,1
"370",25.759779,-33.52808,1
"371",32.428959,-28.331356,1
"372",34.890662,-1.207752,1
"373",25.761394,-33.404137,1
"374",38.611628,-3.085578,1
"375",25.744942,-33.540496,1
"376",38.744688,-3.419177,1
"377",25.67475,-33.293607,1
"378",31.855967,-28.348705,1
"379",32.401512,-28.083539,1
"380",31.928777,-28.210852,1
"381",25.863385,-33.594595,1
"382",25.920719,-33.442629,1
"383",31.99697,-28.20442,1
"384",21.761062,-34.35077,1
"385",25.623611,-33.571042,1
"386",38.799653,-3.561794,1
"387",31.811227,-24.626742,1
"388",38.067629,-2.96323,1
"389",35.068655,-2.235786,1
"390",26.643226,-33.61724,1
"391",38.127312,-2.804063,1
"392",32.499045,-27.118627,1
"393",38.167263,-2.996107,1
"394",25.712032,-33.534861,1
"395",35.906155,-3.858126,1
"396",25.619369,-33.543279,1
"397",25.709832,-33.492812,1
"398",32.446173,-28.272394,1
"399",25.600905,-17.856935,1
"400",31.523078,-24.186993,1
"401",25.697446,-33.501774,1
"402",26.898546,-18.785749,1
"403",25.667648,-33.550406,1
"404",25.766202,-33.569959,1
"405",35.212702,-15.029171,1
"406",25.800518,-17.862911,1
"407",25.604329,-33.544118,1
"408",25.608402,-33.46491,1
"409",25.622045,-33.515333,1
"410",25.9949,-33.469294,1
"411",25.757873,-33.518982,1
"412",25.801291,-33.637255,1
"413",25.603913,-33.529485,1
"414",25.643507,-33.474825,1
"415",25.72644,-33.585807,1
"416",25.722876,-33.555586,1
"417",22.112719,-18.701983,1
"418",25.656439,-33.552092,1
"419",25.628904,-33.409667,1
"420",25.627432,-33.573064,1
"421",25.731838,-33.488083,1
"422",25.135193,-20.422851,1
"423",25.15184,-20.511009,1
"424",25.180107,-20.482461,1
"425",25.090108,-20.505613,1
"426",26.481335,-20.575823,1
"427",25.761425,-33.540429,1
"428",32.14415,-28.137483,1
"429",25.770855,-33.574046,1
"430",32.10278,-28.338431,1
"431",31.787856,-13.153533,1
"432",25.781592,-33.531517,1
"433",35.389032,-1.591038,1
"434",31.673969,-13.132079,1
"435",31.862732,-12.977958,1
"436",25.757606,-33.793169,1
"437",14.42189,-19.130136,1
"438",38.7744,-3.074928,1
"439",25.090083,-20.43654,1
"440",25.084749,-20.547454,1
"441",29.712589,-19.544138,1
"442",29.304186,-15.703387,1
"443",31.928555,-28.299492,1
"444",25.986343,-33.476671,1
"445",25.913624,-33.741159,1
"446",25.621707,-33.500907,1
"447",32.477057,-28.351623,1
"448",25.629806,-33.538404,1
"449",31.631686,-24.901828,1
"450",25.691148,-33.529708,1
"451",38.179165,-2.73494,1
"452",30.175422,-0.079726,1
"453",30.050185,-0.060637,1
"454",30.054795,-0.193701,1
"455",31.899719,-28.254264,1
"456",19.842236,-33.225003,1
"457",37.601976,0.082651,1
"458",31.55941,-25.479989,1
"459",26.065147,-33.523581,1
"460",38.324256,-2.216985,1
"461",32.584892,-28.217714,1
"462",35.53997,-18.462135,1
"463",31.891468,-25.329512,1
"464",31.945698,-25.322523,1
"465",38.060767,-2.982951,1
"466",34.778786,-15.832639,1
"467",31.404775,-23.821633,1
"468",31.929593,-24.385257,1
"469",30.856901,-25.071587,1
"470",32.386937,-27.650404,1
"471",37.266376,-2.619276,1
"472",31.520863,-24.615901,1
"473",37.253885,-2.674893,1
"474",34.881368,-1.422933,1
"475",35.808375,-3.854368,1
"476",35.933407,-3.941012,1
"477",31.642779,-28.589813,1
"478",31.481798,-25.102555,1
"479",32.207023,-11.94604,1
"480",25.797358,-33.422223,1
"481",25.774387,-33.513173,1
"482",25.692497,-33.430932,1
"483",25.735911,-33.454111,1
"484",25.623705,-33.558947,1
"485",31.966819,-25.121899,1
"486",31.57482,-24.676737,1
"487",38.125,0.125,1
"488",38.125,0.125,1
"489",37.625,0.625,1
"490",37.625,0.625,1
"491",37.625,0.625,1
"492",30.74285,-1.685285,1
"493",31.412038,-25.06758,1
"494",16.867431,-18.901084,1
"495",25.730169,-33.465148,1
"496",25.65532,-33.654116,1
"497",31.963162,-28.230406,1
"498",32.002888,-28.121975,1
"499",31.354958,-23.729987,1
"500",36.905779,0.36427,1
"501",36.807984,0.303786,1
"502",25.7623,-33.482356,1
"503",37.212465,-2.60408,1
"504",37.290101,-2.703925,1
"505",37.281366,-2.760073,1
"506",1.012389,11.01759,1
"507",25.639029,-33.49211,1
"508",15.581546,-20.58559,1
"509",14.100925,-20.27517,1
"510",32.379414,-28.358087,1
"511",35.347557,-1.462332,1
"512",34.835038,-1.580904,1
"513",36.18358,-4.162508,1
"514",31.581248,-25.143266,1
"515",31.747925,-25.208303,1
"516",31.455729,-25.268095,1
"517",30.644379,-1.693771,1
"518",19.651555,10.439723,1
"519",31.697364,-24.671193,1
"520",22.937095,-18.87404,1
"521",37.231346,-2.726447,1
"522",37.354159,-2.664359,1
"523",28.517372,-15.059598,1
"524",25.795481,-33.571302,1
"525",30.183199,-0.057268,1
"526",32.31671,-28.384218,1
"527",34.953414,-1.537095,1
"528",31.58249,-23.87956,1
"529",21.87529,-34.179478,1
"530",23.474795,-21.489851,1
"531",35.459448,-3.117639,1
"532",23.263306,-19.277882,1
"533",35.5049,-1.206489,1
"534",37.460178,0.449344,1
"535",35.459061,-1.225082,1
"536",34.973272,-1.593031,1
"537",37.437263,0.505597,1
"538",37.441622,0.502415,1
"539",34.976066,-1.523933,1
"540",34.926211,-1.584816,1
"541",35.590506,-1.366407,1
"542",37.550632,0.584016,1
"543",37.528404,0.597035,1
"544",37.534521,0.528647,1
"545",37.514261,0.461096,1
"546",37.511973,0.495466,1
"547",37.486921,0.543717,1
"548",35.400225,-1.363646,1
"549",37.580154,0.581329,1
"550",37.283095,-2.61713,1
"551",25.928021,-33.581966,1
"552",31.990622,-28.387625,1
"553",31.942111,-28.230645,1
"554",32.306964,-11.955888,1
"555",30.161783,-0.142247,1
"556",21.621968,-18.00567,1
"557",25.71081,-33.374871,1
"558",15.941402,-19.305925,1
"559",15.84633,-19.040473,1
"560",16.659369,-18.956415,1
"561",29.09734,-22.054403,1
"562",29.108928,-22.181097,1
"563",22.802531,-19.308378,1
"564",32.177871,-28.57432,1
"565",25.146246,-17.806419,1
"566",26.275177,-20.32016,1
"567",26.071836,-19.749073,1
"568",25.145988,-17.823223,1
"569",22.462234,-17.982162,1
"570",30.261794,-15.605254,1
"571",36.858215,-0.287186,1
"572",32.169508,-28.161926,1
"573",38.1639,-0.1173,1
"574",18.791982,6.211718,1
"575",35.195425,-1.23866,1
"576",21.606136,-18.07635,1
"577",16.776584,-18.709433,1
"578",31.415408,2.271305,1
"579",31.562332,2.28668,1
"580",31.665099,2.301982,1
"581",31.563114,2.277779,1
"582",31.733161,2.202653,1
"583",31.771502,2.347178,1
"584",30.167325,-0.03704,1
"585",37.127101,-7.374501,1
"586",25.067507,-17.926692,1
"587",25.862425,-17.895008,1
"588",24.183176,-28.640761,1
"589",29.936545,-0.026574,1
"590",38.160178,-2.725885,1
"591",36.041502,-2.141466,1
"592",31.625682,-24.568157,1
"593",31.751513,-24.549199,1
"594",31.787038,-24.929587,1
"595",25.686083,-33.342,1
"596",32.264434,-11.865614,1
"597",37.539736,0.23439,1
"598",37.631653,0.583683,1
"599",27.042855,-25.251874,1
"600",25.697798,-33.6542,1
"601",27.098788,-25.37022,1
"602",35.261164,-15.089662,1
"603",25.739708,-33.499599,1
"604",25.798316,-33.517969,1
"605",28.980555,-15.939656,1
"606",16.106644,-19.169016,1
"607",31.507037,-24.913488,1
"608",32.208705,-20.43919,1
"609",27.00496,-25.226038,1
"610",25.166401,-20.484796,1
"611",25.320861,-17.973394,1
"612",27.154995,-25.202369,1
"613",23.683727,-19.113098,1
"614",31.447594,-23.896139,1
"615",27.068543,-25.762438,1
"616",25.604131,-33.66991,1
"617",32.380673,-20.587036,1
"618",32.33238,-20.573392,1
"619",38.1745,-0.1108,1
"620",27.181513,-25.305289,1
"621",27.144506,-25.29495,1
"622",27.143709,-18.819355,1
"623",27.1,-25.3,1
"624",33.208745,-25.99476,1
"625",31.439951,-23.91145,1
"626",37.035783,-7.34607,1
"627",25.812803,-19.641479,1
"628",23.404986,-19.756716,1
"629",37.358208,-2.603844,1
"630",23.625268,-22.206804,1
"631",29.020304,-19.257271,1
"632",37.431977,0.405531,1
"633",34.81279,1.532135,1
"634",31.410934,-23.48749,1
"635",31.421068,-23.641262,1
"636",16.369025,-18.925601,1
"637",26.336496,-18.936866,1
"638",25.767387,-33.490406,1
"639",25.69307,-33.485806,1
"640",25.79369,-33.474647,1
"641",25.78775,-33.402222,1
"642",31.358581,-25.092181,1
"643",31.226052,-25.087617,1
"644",31.271134,-25.116514,1
"645",31.32012,-25.084889,1
"646",31.316973,-25.154583,1
"647",31.377728,-25.003826,1
"648",31.591635,-25.229064,1
"649",31.410918,-25.227648,1
"650",31.489709,-25.245304,1
"651",31.517571,-25.34119,1
"652",28.800683,-16.14869,1
"653",28.986887,-16.070609,1
"654",29.587054,-15.846486,1
"655",25.775735,-33.471226,1
"656",32.070029,-28.649817,1
"657",31.567254,-25.060336,1
"658",31.394716,-22.598664,1
"659",31.119598,-22.679606,1
"660",31.17674,-22.703176,1
"661",31.230855,-22.848123,1
"662",31.531127,-23.087971,1
"663",31.038222,-22.659136,1
"664",31.422076,-23.12861,1
"665",31.350088,-23.025142,1
"666",31.531063,-23.902331,1
"667",31.447214,-23.991096,1
"668",31.450695,-25.055082,1
"669",31.33041,-25.350767,1
"670",34.174485,-12.96282,1
"671",31.043559,-22.648188,1
"672",27.075095,-19.096207,1
"673",28.310101,-16.943806,1
"674",36.942691,-3.308415,1
"675",35.994059,-3.66825,1
"676",28.248366,-16.871637,1
"677",36.097478,-3.912939,1
"678",35.773661,-3.150219,1
"679",27.193827,-19.110854,1
"680",27.141151,-19.052533,1
"681",33.774823,3.686646,1
"682",27.027349,-19.196973,1
"683",34.685206,-2.630249,1
"684",34.650426,-2.604196,1
"685",29.425496,-15.871539,1
"686",29.464225,-15.896542,1
"687",35.307284,-1.423786,1
"688",39.875,-3.625,1
"689",38.5858,-0.1723,1
"690",38.3949,-0.0982,1
"691",38.0168,0.3305,1
"692",37.5879,-0.3017,1
"693",37.5858,-0.2985,1
"694",37.6127,-0.3043,1
"695",38.1848,0.1312,1
"696",35.216598,-1.308777,1
"697",36.910411,0.225594,1
"698",36.961522,0.326363,1
"699",26.073175,-24.716441,1
"700",25.805093,-33.550895,1
"701",25.96229,-33.4494,1
"702",25.821931,-33.446247,1
"703",25.670189,-33.436879,1
"704",21.67493,-18.000207,1
"705",31.96329,-26.237515,1
"706",25.014408,-20.583748,1
"707",25.164901,-20.291554,1
"708",25.116557,-20.51551,1
"709",35.019599,-1.409276,1
"710",32.155831,-27.92523,1
"711",32.181364,-27.742825,1
"712",32.01359,-27.620867,1
"713",23.914229,-18.211973,1
"714",23.975735,-18.356427,1
"715",15.898044,-19.193479,1
"716",23.227915,-19.30354,1
"717",23.716483,-19.195634,1
"718",32.12419,-27.779781,1
"719",32.155847,-27.754375,1
"720",23.622921,-19.117405,1
"721",23.07257,-19.223145,1
"722",23.081171,-19.270152,1
"723",25.704147,-33.50388,1
"724",23.699302,-19.033637,1
"725",29.298004,-15.692274,1
"726",35.183708,-1.453782,1
"727",31.366439,-22.579022,1
"728",31.913464,-25.395197,1
"729",31.675468,-23.905994,1
"730",16.477255,-19.110466,1
"731",16.833266,-18.878341,1
"732",16.868413,-18.704775,1
"733",16.834914,-18.858354,1
"734",16.9247,-18.876908,1
"735",16.71713,-18.825995,1
"736",31.587228,2.268842,1
"737",31.566027,2.392022,1
"738",35.057118,-1.541908,1
"739",35.0739,-1.435543,1
"740",38.208775,-12.023429,1
"741",35.9407,-3.825802,1
"742",25.784961,-33.469457,1
"743",31.721196,-24.498146,1
"744",37.593618,0.732246,1
"745",31.979275,-25.20952,1
"746",31.492126,-25.590769,1
"747",27.192331,-25.378014,1
"748",24.907464,-17.967771,1
"749",29.871755,-0.325912,1
"750",30.115779,-0.096295,1
"751",29.944982,-0.03668,1
"752",16.291887,-19.19576,1
"753",28.502737,-16.773702,1
"754",25.909895,-33.778333,1
"755",30.118699,-0.18316,1
"756",30.025158,-0.02066,1
"757",30.191083,-0.078327,1
"758",30.066636,-0.065102,1
"759",16.4023,-19.034656,1
"760",25.741468,-33.50049,1
"761",25.757606,-33.588121,1
"762",14.994704,-20.889303,1
"763",38.713444,-3.402565,1
"764",31.554835,-23.808982,1
"765",25.676708,-33.403843,1
"766",37.206704,2.909909,1
"767",22.025725,-19.480566,1
"768",25.285101,-21.200933,1
"769",36.991761,0.364208,1
"770",36.818818,0.22006,1
"771",31.850524,-28.307885,1
"772",37.600933,0.476805,1
"773",37.529922,0.496187,1
"774",37.419871,0.484837,1
"775",34.964274,-1.595003,1
"776",34.984139,-1.534289,1
"777",31.581849,2.217733,1
"778",31.582603,2.341797,1
"779",31.487395,0.625448,1
"780",39.900282,-3.20195,1
"781",23.058341,-34.140337,1
"782",28.432202,-25.317401,1
"783",29.922061,-0.025289,1
"784",29.832837,-0.146904,1
"785",34.934045,-1.379232,1
"786",25.126754,-20.549558,1
"787",35.791324,-3.501499,1
"788",36.948404,0.350406,1
"789",32.100479,-28.109274,1
"790",35.3451,-15.086263,1
"791",16.83336,-18.445699,1
"792",28.832542,-16.141969,1
"793",29.900375,-15.793653,1
"794",31.90164,-28.309908,1
"795",25.160236,-17.801452,1
"796",31.221582,-22.900507,1
"797",31.586973,-23.27136,1
"798",34.755237,-15.937101,1
"799",12.631887,-17.898989,1
"800",35.881351,-3.813392,1
"801",31.617845,-24.407102,1
"802",31.444097,-24.591074,1
"803",31.608617,-24.993374,1
"804",31.727659,-24.132824,1
"805",31.482195,-25.480459,1
"806",31.935586,-25.190293,1
"807",31.977357,-25.295979,1
"808",31.983507,-24.227879,1
"809",31.736144,-24.226886,1
"810",26.435005,-19.146887,1
"811",26.53627,-19.157886,1
"812",29.862992,-0.051364,1
"813",31.834952,-28.261368,1
"814",31.815652,-28.368789,1
"815",30.169476,-0.10265,1
"816",24.45813,-18.620034,1
"817",25.602808,-33.57339,1
"818",16.870874,-18.974174,1
"819",25.7634,-33.471708,1
"820",36.966089,0.031146,1
"821",37.524876,0.5992,1
"822",37.434962,0.594416,1
"823",36.861173,0.087667,1
"824",37.565405,0.532455,1
"825",27.093879,-25.287795,1
"826",35.862129,-3.94477,1
"827",32.492668,-27.027097,1
"828",25.65573,-33.48466,1
"829",25.1,-17.8,1
"830",35.869886,-3.437269,1
"831",35.741414,-3.377367,1
"832",35.943815,-3.273382,1
"833",35.897247,-3.230373,1
"834",35.859133,-3.701865,1
"835",35.913584,-3.640879,1
"836",35.870044,-3.635387,1
"837",36.137543,-3.660473,1
"838",35.826102,-3.753832,1
"839",35.936057,-3.619258,1
"840",36.05679,-3.703688,1
"841",35.87439,-3.747387,1
"842",31.500861,-24.865357,1
"843",32.149602,-28.145284,1
"844",35.254919,-1.074833,1
"845",35.209783,-1.065727,1
"846",31.853226,-28.374015,1
"847",25.100191,-20.404862,1
"848",25.164515,-20.55759,1
"849",35.364096,-1.555032,1
"850",35.170615,-1.592962,1
"851",35.309096,-1.155976,1
"852",31.525944,-23.91622,1
"853",31.955855,-24.223457,1
"854",31.537343,-23.801629,1
"855",22.093521,-34.063654,1
"856",36.813669,0.330837,1
"857",36.730759,0.275392,1
"858",36.796746,0.319626,1
"859",36.19927,-3.788695,1
"860",36.711252,0.24657,1
"861",36.666837,0.283541,1
"862",32.395174,-27.822409,1
"863",36.653237,0.22262,1
"864",32.489277,-27.073037,1
"865",32.517984,-26.875996,1
"866",22.576617,-19.623433,1
"867",35.304296,-1.518329,1
"868",36.923789,0.327332,1
"869",37.769618,0.752941,1
"870",37.71722,0.684228,1
"871",16.329361,-19.197916,1
"872",31.822493,-25.398955,1
"873",16.282043,-18.873154,1
"874",16.291862,-18.881995,1
"875",31.610649,-25.11056,1
"876",31.647343,-25.113431,1
"877",31.750569,-25.159443,1
"878",24.054783,-18.687785,1
"879",27.015087,-25.310893,1
"880",35.006312,-1.598249,1
"881",26.124786,-19.648908,1
"882",16.276476,-19.14293,1
"883",25.814671,-33.784456,1
"884",25.778983,-33.525907,1
